Unnamed: 0,Headline,Positive,Negative,Neutral,date,article_id
65,taliban leader announcement,0.0516421757638454,0.319223552942276,0.6291343569755554,01/08/2015,45575
66,tpp trade talks us pacific nations,0.0618944130837917,0.0368297472596168,0.901275873184204,01/08/2015,45574
67,a run with a view,0.0442174933850765,0.0327962078154087,0.9229862689971924,01/09/2015,51553
68,india virtually eliminates tetanus as a killer,0.0336201786994934,0.0981535762548446,0.8682262897491455,01/09/2015,51223
69,a new way to think about conflicts of interest in medicine,0.0655523613095283,0.0314004942774772,0.9030471444129944,01/09/2015,51583
70,austria migrant crisis truck,0.0129389632493257,0.88774573802948,0.0993151739239692,01/09/2015,51582
71,builders and brewers look to tap into brooklyns beer heritage,0.2469319254159927,0.0080576799809932,0.7450103759765625,01/09/2015,51570
72,miley cyrus and her dead petz,0.0316846296191215,0.0975599586963653,0.8707554340362549,01/09/2015,51546
73,eric betzig life over the microscope,0.0876422747969627,0.0433055870234966,0.8690521121025085,01/09/2015,51174
74,protests in iraq bring fast promises but slower changes,0.1274213045835495,0.0788017511367797,0.7937769889831543,01/09/2015,51569
75,the slow process of countering the emerald ash borer,0.2056081146001815,0.020726379007101,0.7736655473709106,01/09/2015,50915
76,a homes story told in dust bacteria and fungi,0.0457400232553482,0.0412837117910385,0.912976324558258,01/09/2015,50936
77,democrats republicans senate 2016 races,0.0696111768484115,0.0524085871875286,0.8779802918434143,01/09/2015,51589
78,slippery seals,0.1343414038419723,0.0732074975967407,0.7924511432647705,01/09/2015,51550
79,isis militants severely damage temple of baal in palmyra,0.0182189233601093,0.9065146446228028,0.0752664804458618,01/09/2015,51586
80,as his term wanes obama restores workers rights,0.4004709422588348,0.1438196003437042,0.4557094871997833,01/09/2015,51568
81,at the vmas costume trumps fashion,0.0703627094626426,0.0523026511073112,0.8773346543312073,01/09/2015,51588
82,2015 vma miley cyrus nicki minaj kanye west,0.0591881871223449,0.048570193350315,0.8922416567802429,01/09/2015,51564
83,a twist to how a tungara frog finds her prince,0.0440286621451377,0.0510291308164596,0.9049422144889832,01/09/2015,50954
84,hillary clintons emails,0.025655061006546,0.0567140057682991,0.917630970478058,01/09/2015,51756
85,cyprus varosha reunification,0.0350797474384307,0.0313445813953876,0.9335756897926332,01/09/2015,51591
86,whats on tv tuesday,0.0276076979935169,0.0514866709709167,0.9209056496620178,01/09/2015,51750
87,european firms team up to target google in civil lawsuits,0.0681336596608161,0.0579644553363323,0.873901903629303,01/09/2015,51751
88,quotation of the day,0.032858982682228,0.0645926594734191,0.9025484323501588,01/09/2015,51752
89,corrections september 1 2015,0.0227356310933828,0.045965027064085,0.931299328804016,01/09/2015,51753
90,teenage motherhood in france,0.060229804366827,0.0900810360908508,0.8496891260147095,01/09/2015,51754
91,law school clinics vital role in clemency cases,0.2700441777706146,0.0109097473323345,0.7190459966659546,01/09/2015,51757
92,oliver sackss zest for life,0.1948221623897552,0.0556490384042263,0.7495288252830505,01/09/2015,51758
93,welcoming refugees,0.1486367136240005,0.0212942585349082,0.8300690650939941,01/09/2015,51759
94,eradicating isis,0.0349794998764991,0.0519824959337711,0.9130380153656006,01/09/2015,51760
95,manipulating the work schedule to keep worker pay low,0.0214753895998001,0.7402653098106384,0.2382593303918838,01/09/2015,51761
96,david brooks hillary clinton the great defenderhtml,0.0803546980023384,0.0486265085637569,0.8710188269615173,01/09/2015,51762
97,psychology is not in crisis,0.0361373573541641,0.0629145801067352,0.9009481072425842,01/09/2015,51763
98,rafael nadal reinvigorated subdues a rising star,0.3703411817550659,0.0493551678955554,0.5803036689758301,01/09/2015,51749
99,chinas crackdown on rumors will only hurt its economy,0.0241305213421583,0.9266552925109864,0.0492141954600811,01/09/2015,51764
100,putting donald trump on the couch,0.0609415918588638,0.0675725266337394,0.8714859485626221,01/09/2015,51766
101,joe nocera baylor football and rape,0.0382963381707668,0.0575090050697326,0.9041946530342102,01/09/2015,51767
102,the graying of the president are candidates too old,0.0285294465720653,0.4407122433185577,0.530758261680603,01/09/2015,51768
103,yahoos marissa mayer says shes pregnant with twins,0.03927743434906,0.0820196792483329,0.8787028789520264,01/09/2015,51769
104,news qs at mtv v m a s celebrity feuds miley cyrus and also some music,0.0367694236338138,0.0531260222196579,0.910104513168335,01/09/2015,51770
105,should schools give students body report cards,0.0254754461348056,0.0535485371947288,0.9209760427474976,01/09/2015,51776
106,foraging for fashion,0.0480982102453708,0.0306183900684118,0.9212834239006042,01/09/2015,51778
107,foraging for fashion,0.0480982102453708,0.0306183900684118,0.9212834239006042,01/09/2015,51780
108,latest news obama in alaska european migrant crisis and more,0.0256701596081256,0.0952118635177612,0.8791179656982422,01/09/2015,51783
109,new york today last of the dog days,0.1056605577468872,0.1009697839617729,0.7933695912361145,01/09/2015,51785
110,today in politics bush is still waiting for polling to catch up with fund raising,0.1666781902313232,0.020919369533658,0.8124024868011475,01/09/2015,51789
111,weekly news quiz aug 25 31 2015,0.0224083513021469,0.043453000485897,0.9341386556625366,01/09/2015,51792
112,facing choices about dcis after breast screenings,0.035681452602148,0.061690904200077,0.9026276469230652,01/09/2015,51765
113,morning agenda david einhorn surveys investors,0.0389773957431316,0.0280303712934255,0.9329922795295716,01/09/2015,51793
114,video suggests suspect in san antonio shooting had hands raised when shot,0.0451703406870365,0.1774288266897201,0.7774009108543396,01/09/2015,51748
115,nostalgia for a futuristic logo,0.0422518700361251,0.0820544064044952,0.875693678855896,01/09/2015,51746
116,state department redacts material deemed sensitive in hillary clintons emails,0.0201804134994745,0.3661035299301147,0.6137161254882812,01/09/2015,51714
117,a wild month on wall st ends quietly,0.0390554331243038,0.6056455969810486,0.3552989065647125,01/09/2015,51715
118,nelson shanks who painted the prominent dies at 77,0.0562989860773086,0.0600902289152145,0.8836108446121216,01/09/2015,51716
119,244 immigrants with criminal records face deportation in california,0.0165383480489254,0.7987723350524902,0.1846892535686493,01/09/2015,51718
120,most nations miss a goal for women in leadership,0.0317470468580722,0.1698136776685714,0.7984392642974854,01/09/2015,51719
121,wayne w dyer prolific author of self help books dies at 75,0.0294748656451702,0.2660699486732483,0.7044551372528076,01/09/2015,51720
122,murder rates rising sharply in many us cities,0.394594132900238,0.5638628005981445,0.0415430814027786,01/09/2015,51721
123,making american mens tennis great again may take time,0.2170771956443786,0.0171934235841035,0.7657293677330017,01/09/2015,51722
124,an escalating migrant crisis and an intensifying search for solutions,0.1921788901090622,0.1607131361961364,0.6471079587936401,01/09/2015,51723
125,taxi of tomorrow becomes citys yellow cab standard,0.0308095309883356,0.02940184623003,0.9397886395454408,01/09/2015,51725
126,an analysts seamless injection into espns rotation,0.2408547550439834,0.0101189352571964,0.7490262985229492,01/09/2015,51726
127,man convicted of murder in 1993 is ordered released after key evidence was withheld,0.0543176792562007,0.683763325214386,0.2619190514087677,01/09/2015,51727
128,79 for an out of date book about a modern nasa logo,0.0835046395659446,0.0199474841356277,0.8965479135513306,01/09/2015,51747
129,crowd successes by bernie sanders in other states are playing out well in iowa,0.9151331186294556,0.0184069275856018,0.0664599612355232,01/09/2015,51728
130,3000 miles away ohio fumes over renaming of mount mckinley,0.034645315259695,0.5039746165275574,0.4613800942897796,01/09/2015,51731
131,easy opener for serena williams as opponent quits,0.097210869193077,0.0739530026912689,0.8288360834121704,01/09/2015,51732
132,europe must reform its deadly asylum policies,0.1735264062881469,0.0600465014576911,0.7664271593093872,01/09/2015,51733
133,expert says manuscript is not lees third novel,0.0241795629262924,0.0874472185969352,0.8883731961250305,01/09/2015,51734
134,us tennis associations new executive waits patiently for american boys to fill a void,0.0745891705155372,0.0237089563161134,0.9017018675804138,01/09/2015,51736
135,at us open match a sea of bills blue,0.0721355825662612,0.0469435676932334,0.8809208869934082,01/09/2015,51738
136,mets show off efficiency in defeat of phillies,0.8570532202720642,0.0640479177236557,0.0788988545536995,01/09/2015,51740
137,de blasios aide on homeless is resigning amid crisis,0.0199000127613544,0.8126523494720459,0.1674475967884063,01/09/2015,51741
138,explosion at chinese chemical plant is said to kill at least 1,0.0254618898034095,0.7971332669258118,0.1774048954248428,01/09/2015,51742
139,yankees counting on greg bird to replace mark teixeira come up short,0.1842685043811798,0.041872039437294,0.7738593816757202,01/09/2015,51743
140,1945 tokio ruin bares toll of bombers,0.0468059293925762,0.2240999042987823,0.7290942072868347,01/09/2015,51744
141,word of the day tribute,0.1498157978057861,0.0343297757208347,0.8158544301986694,01/09/2015,51745
142,top officials with new york city police are angered by escapes,0.0148850958794355,0.920802891254425,0.0643120184540748,01/09/2015,51729
143,a lineup of missteps 4,0.0208853092044591,0.8719450235366821,0.1071696057915687,01/09/2015,51794
144,dance this week satellite collective a degas dancer and more,0.0429212674498558,0.0363971181213855,0.9206815958023072,01/09/2015,51795
145,prep school sex refugees and clarence thomas rounding up reader concerns,0.0375578217208385,0.0611290819942951,0.9013131260871888,01/09/2015,51796
146,bad ideas down under,0.0350609049201011,0.667120635509491,0.2978184819221496,01/09/2015,51873
147,author apologizes idris elba too street james bond,0.0808435082435607,0.2472673207521438,0.6718891263008118,01/09/2015,51876
148,shakespeare gets hip hop treatment with app,0.27534881234169,0.0184545516967773,0.706196665763855,01/09/2015,51877
149,god vs the constitution in kentucky,0.0658011808991432,0.0535762682557106,0.8806225657463074,01/09/2015,51880
150,phillips and sothebys announce strategic moves,0.027042219415307,0.0359697341918945,0.9369879961013794,01/09/2015,51886
151,marco rubio faults donald trump on make america great again slogan,0.0723912343382835,0.0289194770157337,0.898689329624176,01/09/2015,51887
152,menstruation innovation lessons from india,0.0843793004751205,0.0325739569962024,0.8830468058586121,01/09/2015,51890
153,five poets receive lucrative fellowships,0.2502164840698242,0.0225435439497232,0.7272399663925171,01/09/2015,51892
154,pictures of the day hungary and elsewhere,0.0386810302734375,0.0313533693552017,0.929965615272522,01/09/2015,51896
155,aldea new menu george mendes,0.0680824443697929,0.0211701691150665,0.9107473492622375,01/09/2015,51898
156,september 1 2015 pictures of the day,0.0485797077417373,0.049125213176012,0.9022951126098632,01/09/2015,51899
157,supreme courts long conference where appeals go to die,0.0249092821031808,0.0434346683323383,0.9316560626029968,01/09/2015,51590
158,the triumph of backward looking economics,0.1084967628121376,0.0452457182109355,0.8462575078010559,01/09/2015,51870
159,1961 bob dylan takes the stage,0.0500732436776161,0.0389439985156059,0.9109827876091005,01/09/2015,52041
160,free your mind,0.0827903524041175,0.0568702444434165,0.860339343547821,01/09/2015,51953
161,narcos episode 9 recap la catedral,0.0711388885974884,0.0268042869865894,0.9020568132400512,01/09/2015,51944
162,micklethwait memo,0.0367733091115951,0.1070935875177383,0.8561331033706665,01/09/2015,51941
163,uber ruling document,0.0724274069070816,0.0876798182725906,0.8398928046226501,01/09/2015,51938
164,donald trump meets with javier palomarez head of u s hispanic chamber of commerce,0.0793244168162345,0.0141497896984219,0.9065257906913756,01/09/2015,51920
165,how can america fight unfair work schedules reader qa,0.0735324546694755,0.0529067367315292,0.8735608458518982,01/09/2015,51918
166,your tuesday evening briefing,0.035693559795618,0.0350349023938179,0.9292714595794678,01/09/2015,51916
167,kathleen hanna bikini kill ocean song,0.0354534387588501,0.1041025817394256,0.8604440093040466,01/09/2015,51915
168,your evening briefing,0.0687273070216178,0.0265911780297756,0.9046815633773804,01/09/2015,51910
169,20150901 lens vietnam,0.0293306875973939,0.0329122096300125,0.937757134437561,01/09/2015,51909
170,what were reading 86,0.0355550162494182,0.0590141341090202,0.9054309129714966,01/09/2015,51907
171,inside simone rocha s mount street store,0.0318690128624439,0.0301536824554204,0.9379773139953612,01/09/2015,53535
172,classical music this week milhaud jazz at yale and czech baroque,0.0546816885471344,0.0355502404272556,0.909768044948578,01/09/2015,52022
173,robert rodriguez film director and el rey founder on creating a hispanic network,0.1012854352593422,0.0160982757806777,0.8826163411140442,01/09/2015,51865
174,james okeefe to step up political stalking,0.0646476820111274,0.0498915612697601,0.8854607343673706,01/09/2015,51863
175,the neverending fight to save social security,0.157315582036972,0.0410781614482402,0.8016062378883362,01/09/2015,51858
176,chris christie takes some ribbing from jimmy fallon,0.0417079553008079,0.2726037800312042,0.685688316822052,01/09/2015,51797
177,01popcast_pod,0.0481257289648056,0.0283897276967763,0.9234845638275146,01/09/2015,51798
178,popcast 2015 mtv video music awards,0.0568380020558834,0.0658547356724739,0.8773072957992554,01/09/2015,51799
179,bonding at jury duty,0.0539328567683696,0.0195240657776594,0.926543116569519,01/09/2015,51800
180,baiting a hook in minneapolis bernie sanders was torn between herring and bagels,0.0504857935011386,0.6437205672264099,0.3057935833930969,01/09/2015,51805
181,gravity,0.0880526676774025,0.0374564826488494,0.8744908571243286,01/09/2015,51807
182,richard long artist retrospectives,0.0422249920666217,0.0583868734538555,0.8993881940841675,01/09/2015,51810
183,the most wonderful time of the year,0.1396656334400177,0.0193170420825481,0.8410173654556274,01/09/2015,51811
184,1940 pilot is saved by cup of tea,0.262715995311737,0.0521917641162872,0.6850922703742981,01/09/2015,51814
185,daily report hotel chains get tough with travel websites,0.0113204885274171,0.921567440032959,0.0671121478080749,01/09/2015,51816
186,multipliers what we should have known,0.068693920969963,0.0227025486528873,0.9086035490036012,01/09/2015,51817
187,as tracks new leader sebastian coe faces own set of hurdles,0.0421402156352996,0.2103723585605621,0.7474874258041382,01/09/2015,51819
188,a temporary answer to a foster childs biggest question am i going to school,0.0385827720165252,0.0754199102520942,0.8859972953796387,01/09/2015,51820
189,for bernie sanders brooklyn roots may pose a test history shows,0.0467137843370437,0.247104600071907,0.7061816453933716,01/09/2015,51821
190,1965 rusk letter admits spying,0.0688251033425331,0.0464220680296421,0.8847528696060181,01/09/2015,51825
191,jeb bush video takes aim at donald trumps manhattan mind set,0.0293525531888008,0.2217529714107513,0.748894453048706,01/09/2015,51829
192,san antonio shooting video graphic,0.026269556954503,0.0895829200744628,0.8841475248336792,01/09/2015,51830
193,new york lines photos,0.0313238017261028,0.0299115926027297,0.9387645721435548,01/09/2015,51834
194,arabic sesame street returns for first time since gulf war,0.3496820330619812,0.0234336126595735,0.6268843412399292,01/09/2015,51836
195,scott walker shows his aggressive side,0.2956870198249817,0.0179286263883113,0.686384379863739,01/09/2015,51837
196,jesse kamm fashion designer style rules,0.0352312549948692,0.0360320247709751,0.928736686706543,01/09/2015,51842
197,the u s icebreaker gap is about arctic needs not chasing russia,0.0495036169886589,0.0355408787727355,0.91495543718338,01/09/2015,51849
198,at wharton donald trumps marketing skills make the grade,0.4146398603916168,0.0149092404171824,0.5704509019851685,01/09/2015,51851
199,the healing power of hugs,0.31850665807724,0.0134766697883605,0.6680167317390442,01/09/2015,51852
200,the end of the republican party,0.0839489698410034,0.2567609846591949,0.6592900156974792,01/09/2015,51854
201,fantastic man favorite magazines,0.04001484811306,0.0670960322022438,0.8928890824317932,01/09/2015,51855
202,summer reading contest winner week 10 unlocking the hidden beauty behind running,0.1028936877846717,0.0338970087468624,0.8632093667984009,01/09/2015,51856
203,the bustle in the frozen food aisle,0.0644674152135849,0.2150006741285324,0.7205318808555603,01/09/2015,51713
204,california defends its review process in appeal to preserve death penalty,0.1069108694791793,0.5794978737831116,0.313591331243515,01/09/2015,51712
205,charvet french shirts,0.0340870358049869,0.0315351597964763,0.9343777298927308,01/09/2015,51823
206,white supremacist convicted of killing 3 at kansas jewish centers,0.0785220935940742,0.6010195016860962,0.3204583823680877,01/09/2015,51676
207,the problem with gop plans to sell health insurance across state lines,0.0579442791640758,0.1659352034330368,0.7761205434799194,01/09/2015,51603
208,review atomic orbital and midway avenue examining electrons and memories,0.0348768644034862,0.0239686388522386,0.9411544799804688,01/09/2015,51682
209,ukraine donetsk luhansk protests,0.027891730889678,0.3852358758449554,0.5868724584579468,01/09/2015,51604
210,replacing pesticides with genetics,0.0542213656008243,0.0217268615961074,0.924051821231842,01/09/2015,51605
211,transgender inmate who sued georgia gets unexpected parole,0.0219306461513042,0.8887161016464233,0.0893532335758209,01/09/2015,51681
212,hotels direct booking online travel sites,0.0317763648927211,0.0280090980231761,0.9402145147323608,01/09/2015,51611
213,strict enforcement of fifa rules sidelines young players abroad,0.0175432413816452,0.8965427279472351,0.0859140455722808,01/09/2015,51680
214,review locrian chamber players with music wrapped in temporary mystery,0.1036948636174202,0.0259697288274765,0.8703354597091675,01/09/2015,51685
215,mourning kyle jean baptiste les miserables actor who plunged to his death,0.1174962073564529,0.3891651928424835,0.4933385848999023,01/09/2015,51679
216,review puffin rock joins parade of shows aimed at youngest viewers,0.103011667728424,0.0231718122959136,0.8738164901733398,01/09/2015,51677
217,thai police bangkok shrine bombing investigation,0.0195799767971038,0.7733142375946045,0.207105815410614,01/09/2015,51613
218,wes craven a filmmaker who invaded your dreams,0.0620033368468284,0.0981315001845359,0.8398650884628296,01/09/2015,51675
219,nfl and tom brady fail to reach settlement,0.0337722897529602,0.3819468021392822,0.5842809677124023,01/09/2015,51619
220,blind spot can be trained away a study says,0.2694422602653503,0.0145849743857979,0.7159727811813354,01/09/2015,51622
221,germany migrants merkel,0.1403028666973114,0.0906725972890853,0.7690245509147644,01/09/2015,51625
222,can a computer can tell whether something was written by a man or a woman,0.0292939115315675,0.0399344153702259,0.9307717084884644,01/09/2015,51671
223,republicans wary of donald trumps populist tone on taxes,0.0375731810927391,0.7881379723548889,0.1742888540029525,01/09/2015,51612
224,oliver sacks diverse elements in harmony,0.1494888514280319,0.0196248013526201,0.8308863639831543,01/09/2015,51634
225,review madboots dance ignores gender boundaries,0.0288082789629697,0.1514877378940582,0.819703996181488,01/09/2015,51686
226,michigan lawmakers misused aides to cover up affair report finds,0.0232872366905212,0.8345270752906799,0.1421855837106704,01/09/2015,51687
227,four house democrats endorse iran deal,0.0693522244691848,0.0819841846823692,0.8486635684967041,01/09/2015,51702
228,ali shakorirad iran politician reported arrested,0.0648339539766311,0.0545870885252952,0.8805789351463318,01/09/2015,51647
229,at manhattans marriage bureau fake flowers real tears and 101 weddings in a day,0.0431671701371669,0.042117491364479,0.91471529006958,01/09/2015,51699
230,mayor de blasio takes to twitter for a lunchtime chat,0.0372885204851627,0.0779495686292648,0.8847618699073792,01/09/2015,51703
231,why students with smallest debts need the greatest help,0.0415183156728744,0.1174698770046234,0.8410117626190186,01/09/2015,51698
232,end of summer reading dreamers and the defiant,0.0650951936841011,0.0960779786109924,0.8388268351554871,01/09/2015,51706
233,us makes urgent appeal for climate change action at alaska conference,0.347911536693573,0.0159024577587842,0.6361860036849976,01/09/2015,51697
234,supreme court says kentucky clerk must let gay couples marry,0.0314398556947708,0.2277353554964065,0.7408247590065002,01/09/2015,51710
235,slowing growth exposes chinese banks debt debris,0.0102620013058185,0.9627864360809326,0.0269515737891197,01/09/2015,51648
236,upsets galore on day 1 of us open,0.2735495269298553,0.1463977843523025,0.5800526738166809,01/09/2015,51707
237,6 get probation in sayreville nj football hazing case,0.0296689849346876,0.7815661430358887,0.1887649148702621,01/09/2015,51708
238,kanye west president 2015 vma speech,0.043288342654705,0.0306610316038131,0.92605060338974,01/09/2015,51598
239,china punishes nearly 200 over rumors about stocks blasts and parade,0.0131115429103374,0.948575496673584,0.0383129380643367,01/09/2015,51599
240,clash erupts during raid by israelis in west bank,0.0194095093756914,0.8423367142677307,0.1382538080215454,01/09/2015,51709
241,review in make me lee child adds another layer to jack reacher,0.1371378004550933,0.0185889322310686,0.8442732691764832,01/09/2015,51691
242,review from taka kigawa a class on resonance at le poisson rouge,0.086165077984333,0.0321392379701137,0.8816956877708435,01/09/2015,51690
243,in vienna trains packed with migrants are welcomed and ushered on,0.1150860860943794,0.0302238166332244,0.8546900749206543,01/09/2015,51695
244,live and kicking soccer games to watch,0.0371061637997627,0.0281793158501386,0.9347145557403564,01/09/2015,51641
245,greenlight capital down 14 for year david einhorn surveys investors,0.0089934626594185,0.965351939201355,0.0256546325981616,01/09/2015,51701
246,judge allows moral not just religious contraception exemptions,0.0534194335341453,0.0346277020871639,0.9119529128074646,01/09/2015,51661
247,midwife mexico chiapas,0.0324570015072822,0.0649402886629104,0.9026026725769044,01/09/2015,51646
248,jeremy corbyn favorite to lead britains labour party is criticized for bin laden comments,0.0334251746535301,0.8479437828063965,0.1186310350894928,01/09/2015,51650
249,secs in house judges not too tough a review shows,0.0785498619079589,0.1020051836967468,0.8194449543952942,01/09/2015,51657
250,prosecutors say shannon miles shot texas deputy 15 times,0.027997113764286,0.7081210017204285,0.2638819217681885,01/09/2015,51664
251,afghanistans electoral reform plan is met with skepticism,0.8859826922416687,0.0308009088039398,0.0832164585590362,01/09/2015,51666
252,at burning man a counterculture festival the fashion police walk the beat,0.0672021806240081,0.107089027762413,0.8257087469100952,01/09/2015,51594
253,japan nears test flight for long delayed regional passenger jet,0.1031396314501762,0.2410479933023452,0.6558123826980591,01/09/2015,51711
254,third world trade center parachutist is sentenced,0.0502431876957416,0.078083336353302,0.8716734647750854,01/09/2015,51642
255,medical fraud grows in gaza as residents seek exit permits,0.0150823164731264,0.918311357498169,0.0666063725948333,01/09/2015,51667
256,letters to the editor,0.0377820208668708,0.0262529850006103,0.9359650015830994,01/09/2015,51659
257,indias supreme court suspends ban on fasting to the death,0.0265063047409057,0.5561262369155884,0.4173674583435058,01/09/2015,51669
258,from seattle with love a tale of four friends and one band,0.0534806698560714,0.040910392999649,0.9056089520454408,01/09/2015,51652
259,mets psychologist helps players catch their breath,0.1669696867465973,0.0456980019807815,0.7873322367668152,01/10/2015,58465
260,one dead in new bronx outbreak of legionnaires disease,0.0200182031840086,0.8559730648994446,0.1240086928009986,01/10/2015,58655
261,hurricane joaquin map,0.0332909263670444,0.3725153505802154,0.5941937565803528,01/10/2015,58835
262,conde nast one world trade center,0.0275006629526615,0.0541367717087268,0.9183624982833862,01/10/2015,58469
263,new regulations on smog remain as divisive as ever,0.0148312933743,0.8688015937805176,0.1163670346140861,01/10/2015,58468
264,viacom names sean atkins head of mtv,0.027520565316081,0.0460477732121944,0.9264316558837892,01/10/2015,58652
265,prosecutors to review 08 death of baby born to woman charged in bronx killing,0.0412363409996032,0.6957181692123413,0.2630455493927002,01/10/2015,58647
266,emory acquires trove of rare jack kerouac material,0.1100427061319351,0.0150229260325431,0.8749343156814575,01/10/2015,58847
267,donald trump and chris christie cancel campaign events because of hurricane,0.0086928606033325,0.9328814148902892,0.0584257617592811,01/10/2015,58839
268,a reason to keep coming back to tomorrowland,0.1493244767189026,0.0898986980319023,0.7607768177986145,01/10/2015,58651
269,a neapolitan feast,0.0406851768493652,0.0347270891070365,0.9245877265930176,01/10/2015,58849
270,gay rights battle in indiana moves to local level,0.0836694911122322,0.0359441079199314,0.8803864121437073,01/10/2015,58467
271,palestinians mahmoud abbas oslo peace accords,0.0580857917666435,0.0734251141548156,0.868489146232605,01/10/2015,58648
272,review in dr ken on abc ken jeong is a physician with jokes,0.0582579299807548,0.0204584077000617,0.9212836027145386,01/10/2015,58656
273,i primi naples dinner pasta recipe,0.069462813436985,0.0313332453370094,0.8992039561271667,01/10/2015,58850
274,japan tobacco buying international rights to us cigarette brand,0.1880235522985458,0.0092511437833309,0.8027253150939941,01/10/2015,58457
275,as alexander wang exits balenciaga three potential successors emerge,0.0731813162565231,0.0216694921255111,0.905149221420288,01/10/2015,58617
276,russia airstrikes syria,0.0254142731428146,0.6146340370178223,0.3599516749382019,01/10/2015,58461
277,robert curvin scholar who fought bias and poverty in newark dies at 81,0.0526706054806709,0.2678063809871673,0.6795229911804199,01/10/2015,58625
278,donna shalala president of clinton foundation has stroke,0.0727366879582405,0.0337926559150218,0.8934706449508667,01/10/2015,58434
279,review wavves celebrates the joys of bad decisions on v,0.1236453503370285,0.0254349298775196,0.8509196639060974,01/10/2015,58667
280,judge blocks obama administration rules on fracking,0.0279006659984588,0.4240434467792511,0.54805588722229,01/10/2015,58686
281,review janet jacksons unbreakable focuses on love outside the bedroom,0.063672162592411,0.0260895881801843,0.9102382063865662,01/10/2015,58666
282,john krasinski to make stage debut off broadway,0.1280846744775772,0.0606586784124374,0.8112566471099854,01/10/2015,58840
283,chvrches offer hymns from the altar of 80s new wave at summerstage,0.0852498561143875,0.0152148688212037,0.8995352387428284,01/10/2015,58671
284,review batsheva dance companys young ensemble embodies a signature litheness,0.1843261271715164,0.0129498913884162,0.8027240037918091,01/10/2015,58673
285,review yarn wire provides two flavors of thrill,0.080157421529293,0.0154801914468407,0.9043624401092528,01/10/2015,58674
286,debating otello blackface and casting trends,0.0347328707575798,0.0420974269509315,0.923169732093811,01/10/2015,58664
287,toxic algae outbreak overwhelms a polluted ohio river,0.0229892805218696,0.8594332933425903,0.1175774186849594,01/10/2015,58675
288,review ensemble signals musicians do solo turns in theatricals,0.0522817634046077,0.0450187921524047,0.9026994109153748,01/10/2015,58676
289,chick fil a brings its sandwich and its values to new york,0.245838850736618,0.0099603673443198,0.7442007660865784,01/10/2015,58641
290,a celebrity struggle staying off twitter for good,0.1199387609958648,0.2984641492366791,0.5815971493721008,01/10/2015,58626
291,carole little fashion designer for working women dies at 80,0.0289476104080677,0.4304916858673095,0.5405607223510742,01/10/2015,58677
292,scene city julianne moore and ellen page at freeheld screening,0.0421144738793373,0.0257532019168138,0.9321323037147522,01/10/2015,58311
293,the gray man a tale of spooky disappearances,0.0448468290269374,0.1099530383944511,0.8452001214027405,01/10/2015,58616
294,where is the vegan julia child readers react,0.0337131097912788,0.0558185093104839,0.9104683995246888,01/10/2015,58680
295,military deaths in isis operations,0.0219184570014476,0.8321932554244995,0.1458882689476013,01/10/2015,58681
296,syrian rebels say russia targets them rather than isis,0.0285544320940971,0.3147512078285217,0.6566942930221558,01/10/2015,58682
297,western nations drop push for un inquiry into yemen conflict,0.0544196814298629,0.683545708656311,0.2620346844196319,01/10/2015,58683
298,uaw members are said to reject fiat chrysler contract,0.057415023446083,0.1386145651340484,0.8039703965187073,01/10/2015,58684
299,review a little life hanya yanagiharas traumatic tale of male friendship,0.0756174549460411,0.0523216761648654,0.8720608353614807,01/10/2015,58659
300,scene city julianne moore and ellen page at freeheld screening,0.0421144738793373,0.0257532019168138,0.9321323037147522,01/10/2015,58307
301,living with cancer my doctor my friend,0.0780131071805954,0.031985979527235,0.8900009393692017,01/10/2015,58842
302,the new york film festival contrasts the human pulse and the digital,0.0579549260437488,0.0674906969070434,0.8745543360710144,01/10/2015,58658
303,review press enter from the pianist and composer romain collin,0.1876634955406189,0.0232199169695377,0.789116621017456,01/10/2015,58670
304,review benders features hip checks and humiliations,0.0240581575781106,0.3457193970680237,0.6302223801612854,01/10/2015,58657
305,for amy schumer multimillion dollar book deal is all in the timing,0.1177766695618629,0.0117800952866673,0.8704432845115662,01/10/2015,58662
306,poll has hillary clinton ahead but with voters considering alternatives,0.2888258099555969,0.1162975579500198,0.5948765873908997,01/10/2015,58841
307,jesus in the outfield,0.0503278113901615,0.0348304398357868,0.9148417115211488,01/10/2015,59055
308,detroit budget travel,0.0340848751366138,0.0372737869620323,0.9286412596702576,01/10/2015,58856
309,teenagers in the times september 2015,0.0417146198451519,0.0617279596626758,0.8965573906898499,01/10/2015,58901
310,estelle hanania photos book happy purim,0.0484245158731937,0.0452127382159233,0.9063627123832704,01/10/2015,58971
311, happy purim ,0.0819337666034698,0.021988496184349,0.8960778117179871,01/10/2015,58970
312,martin omalley urges public financing of congressional campaigns,0.1550945937633514,0.0167510770261287,0.8281543254852295,01/10/2015,58969
313,lanvin red heels paris fashion week,0.0620111301541328,0.075954295694828,0.8620344996452332,01/10/2015,58967
314,balmain necklace paris fashion week,0.0460409224033355,0.0502585619688034,0.9037004709243774,01/10/2015,58965
315,chloe suede bag paris fashion week,0.0377636477351188,0.0683863908052444,0.8938499093055725,01/10/2015,58964
316,vetements paris fashion week,0.0296020302921533,0.0460267700254917,0.9243712425231934,01/10/2015,58963
317,photographing donald trump 1,0.0308248195797204,0.0789740309119224,0.8902010917663574,01/10/2015,58903
