,Headline,Positive,Negative,Neutral,date,article_id
257,cynthia rowley fall 2015 rtw,0.03059760294854641,0.10878302156925201,0.8606194257736206,13/02/2015,9902
258,nicole miller fall 2015 rtw,0.03786876052618027,0.07929115742444992,0.882840096950531,13/02/2015,9921
259,13 lens motherfalcon,0.061288319528102875,0.03202767297625542,0.9066840410232544,13/02/2015,9922
260,n hoolywood fall 2015 rtw,0.03604884818196297,0.07071493566036224,0.8932362198829651,13/02/2015,9938
261,an infamous gap,0.06087256595492363,0.40109288692474365,0.5380344986915588,13/02/2015,9955
262,dr marcys march,0.0993025004863739,0.02568966895341873,0.8750078082084656,13/02/2015,9960
263,suno fall 2015 rtw,0.036085471510887146,0.04367925226688385,0.920235276222229,13/02/2015,9965
264,document national press,0.031375352293252945,0.02901066467165947,0.9396139979362488,13/02/2015,10856
265,rebecca minkoff beauty fall 2015,0.0404030904173851,0.09737005084753036,0.8622269034385681,13/02/2015,9881
266,aer lingus board urges irish government to support takeover bid,0.7353763580322266,0.02317006140947342,0.241453617811203,13/02/2015,9749
267,orley fall 2015 rtw,0.03971462696790695,0.04300166293978691,0.9172837138175964,13/02/2015,9834
268,1915 britain hails air raids success,0.03561023250222206,0.1323973387479782,0.8319924473762512,13/02/2015,9832
269,confessions of ruth bader ginsburg wine connoisseur,0.0307916272431612,0.07669553905725479,0.892512857913971,13/02/2015,9762
270,drug maker salix is once again a potential takeover target,0.08984949439764023,0.026893889531493187,0.8832566142082214,13/02/2015,9765
271,deleting files from microsofts onedrive,0.0152261508628726,0.31055861711502075,0.6742151975631714,13/02/2015,9769
272,when a bad bank is a good idea,0.06161530315876007,0.5002555251121521,0.43812912702560425,13/02/2015,9775
273,drexel 25 years after its collapse only helps a rsum,0.2579307556152344,0.10541316866874695,0.6366560459136963,13/02/2015,9776
274,karl lagerfeld kids helen mirren loreal yeezy fashion news,0.03185924142599106,0.06162180006504059,0.9065189361572266,13/02/2015,9778
275,reading david carr,0.08425630629062653,0.044478729367256165,0.8712649941444397,13/02/2015,9780
276,oscar tweet of the week,0.04277642443776131,0.16538964211940765,0.7918339371681213,13/02/2015,9782
277,navigating mardi gras in new orleans,0.0719442144036293,0.025452828034758568,0.9026029706001282,13/02/2015,9788
278,book review podcast the war on drugs,0.04047635942697525,0.06145099177956581,0.8980726003646851,13/02/2015,9792
279,how to build a softhearted robot,0.08303410559892654,0.027716176584362984,0.8892496824264526,13/02/2015,9795
280,20150213FW1,0.035124022513628006,0.04318173974752426,0.9216942191123962,13/02/2015,9800
281,fashion week parties night 1,0.031833406537771225,0.08312825858592987,0.8850383758544922,13/02/2015,9804
282,can battery geniuses transform cars and the grid,0.05141635984182358,0.017880281433463097,0.930703341960907,13/02/2015,9833
283,costco customers may come out ahead in amex divorce,0.1799228936433792,0.011197255924344063,0.8088798522949219,13/02/2015,9805
284,document 2014 sample tax return annotated,0.025099672377109528,0.05999572575092316,0.9149045348167419,13/02/2015,9807
285,bassamfellows home design fashion,0.0302700474858284,0.03548964112997055,0.9342402815818787,13/02/2015,9809
286,verbatim back to school for obama,0.05588403716683388,0.04940519109368324,0.8947107791900635,13/02/2015,9813
287,continued questions on benzodiazepine use in older patients,0.06960006058216095,0.0412239134311676,0.8891759514808655,13/02/2015,9815
288,13firstdraft week in pix,0.04010504484176636,0.11328012496232986,0.8466147780418396,13/02/2015,9818
289,first draft focus the week in political pictures 5,0.028612304478883743,0.04730840027332306,0.9240792989730835,13/02/2015,9819
290,not your bubbes kasha,0.0325792096555233,0.06317148357629776,0.9042493104934692,13/02/2015,9820
291,deborah needleman end of trend,0.02767239324748516,0.12352138757705688,0.8488062620162964,13/02/2015,9822
292,mark mcnairy new amsterdam fall 2015 rtw,0.034776054322719574,0.07572144269943237,0.8895024657249451,13/02/2015,9824
293,new york fashion week jason wu fall winter 2015,0.03387700021266937,0.0783974677324295,0.8877255916595459,13/02/2015,9828
294,13scene wu,0.05060200020670891,0.0245077945291996,0.9248902201652527,13/02/2015,9829
295,how to make polpettone,0.043173957616090775,0.01802724599838257,0.938798725605011,13/02/2015,9830
296,jason wu fall 2015 rtw,0.037875182926654816,0.056757934391498566,0.9053668975830078,13/02/2015,9831
297,remembering david carr,0.10854930430650711,0.033899981528520584,0.8575507998466492,13/02/2015,9806
298,mr obamas easy call on keystone bill,0.27325496077537537,0.012461117468774319,0.7142839431762695,13/02/2015,9644
299,review in the rewrite hugh grant is an author seeking a comeback,0.07350189983844757,0.030267518013715744,0.8962305784225464,13/02/2015,9569
300,making the ukraine cease fire stick,0.040591996163129807,0.10144420713186264,0.8579638004302979,13/02/2015,9642
301,review the last five years a decoupling starring anna kendrick,0.09146349877119064,0.05202193558216095,0.856514573097229,13/02/2015,9556
302,political consultant pleads guilty in coordination case,0.09754233807325363,0.5328404307365417,0.369617223739624,13/02/2015,9555
303,review hits a comedy lampoons internet fame,0.032182727009058,0.20754215121269226,0.76027512550354,13/02/2015,9554
304,review wyrmwood road of the dead puts zombies in the outback,0.046417757868766785,0.15048399567604065,0.8030982613563538,13/02/2015,9553
305,review in white rabbit a bullied teenager is pushed to the edge,0.10417000949382782,0.6240886449813843,0.2717413008213043,13/02/2015,9551
306,review costa da morte lustrously depicts extreme coastlines,0.12051732838153839,0.018616797402501106,0.8608658909797668,13/02/2015,9547
307,pakistan braces for major water shortages,0.08252447098493576,0.6772048473358154,0.24027077853679657,13/02/2015,9472
308,plastic ocean waste levels going up study says,0.3632616698741913,0.01730486750602722,0.6194334626197815,13/02/2015,9476
309,total earnings q4,0.04414799436926842,0.09688615053892136,0.8589658141136169,13/02/2015,9372
310,obama signs suicide prevention for veterans act into law,0.23859183490276337,0.02412528358399868,0.7372828125953674,13/02/2015,9546
311,review bosch amazon primes new crime series,0.030690988525748253,0.06487340480089188,0.9044356346130371,13/02/2015,9545
312,taiwan president urges more prison oversight in wake of hostage standoff,0.6975482106208801,0.15624234080314636,0.1462094932794571,13/02/2015,9373
313,deng liqun divisive chinese communist party official dies at 99,0.03628765046596527,0.4561125636100769,0.5075997710227966,13/02/2015,9374
314,abe makes impassioned appeal to change constitution,0.2736646831035614,0.028411440551280975,0.6979238390922546,13/02/2015,9375
315,inside the waldorf astorias presidential suite,0.04635341465473175,0.021667812019586563,0.9319788217544556,13/02/2015,9542
316,security headaches doomed brooklyn bid for democratic convention,0.019164621829986572,0.9157236218452454,0.06511181592941284,13/02/2015,9541
317,20150213WALDORF,0.033695660531520844,0.046229761093854904,0.9200745820999146,13/02/2015,9540
318,review from ancient to modern ponders the origins of sumerian artifacts,0.0457625538110733,0.027737664058804512,0.9264997839927673,13/02/2015,9537
319,ukraine talks cease fire,0.03801281005144119,0.17525368928909302,0.7867335081100464,13/02/2015,9376
320,chapel hill neighbors say they felt threatened by man held in killings,0.029086371883749962,0.860194206237793,0.11071939021348953,13/02/2015,9558
321,imf approves 17 5 billion bailout for ukraine,0.489923357963562,0.021389126777648926,0.4886874556541443,13/02/2015,9382
322,theater listings for feb 13 19,0.016590945422649384,0.08163050562143326,0.901778519153595,13/02/2015,9560
323,review da sweet blood of jesus spike lees vampire movie,0.04494164511561394,0.060955457389354706,0.894102931022644,13/02/2015,9561
324,egypt to purchase fighter jets and a warship from france,0.8305183053016663,0.010121291503310204,0.15936031937599182,13/02/2015,9580
325,missouri house passes right to work bill ignoring threat of a veto,0.3661002814769745,0.15071167051792145,0.48318809270858765,13/02/2015,9579
326,fox and telemundo to show world cup through 2026 as fifa extends contracts,0.09815099090337753,0.0095953568816185,0.8922536373138428,13/02/2015,9578
327,mexican towns galvanized by tragedy,0.40086326003074646,0.04862701892852783,0.5505097508430481,13/02/2015,9577
328,review what we do in the shadows a vampire comedy,0.030987104400992393,0.0481669083237648,0.9208460450172424,13/02/2015,9576
329,data from seized computer fuels a surge in us raids on al qaeda,0.11149273067712784,0.5562002658843994,0.33230701088905334,13/02/2015,9464
330,car carrying bob simon was accelerating before crash authorities say,0.08284096419811249,0.5271956920623779,0.389963299036026,13/02/2015,9466
331,amy pascal says sony pushed her out,0.051638878881931305,0.7085164189338684,0.2398446649312973,13/02/2015,9431
332,20150213 GUERRERO,0.027445539832115173,0.04985784366726875,0.9226966500282288,13/02/2015,9574
333,ukraine cease fire negotiated in minsk,0.03013264387845993,0.5380386710166931,0.43182870745658875,13/02/2015,9482
334,colorado senate rejects funding plan for drivers licenses for immigrants,0.034294888377189636,0.7690739631652832,0.19663114845752716,13/02/2015,9573
335,review in kingsman the secret service colin firth get his suits splattered,0.037628017365932465,0.3389905095100403,0.623381495475769,13/02/2015,9572
336,disney tackles succession this time without drama,0.10855863243341446,0.02881431020796299,0.8626270294189453,13/02/2015,9459
337,review in gett the trial of viviane amsalem a woman fights for her freedom,0.0613478384912014,0.2431565523147583,0.6954956650733948,13/02/2015,9568
338,for oscars telecast few black nominees mean fewer black viewers,0.036793675273656845,0.37948963046073914,0.5837166905403137,13/02/2015,9567
339,studying oversize brain cells for links to exceptional memory,0.11302278190851212,0.014122968539595604,0.8728542923927307,13/02/2015,9445
340,cairo restricts news coverage of shaimaa el sabbaghs death,0.014798881486058235,0.6698082685470581,0.3153928220272064,13/02/2015,9566
341,hillary clinton and bill frist on health care for americas kids,0.10498232394456863,0.01697031408548355,0.8780473470687866,13/02/2015,9563
342,undisturbed for decades family forest finds itself in pipelines path,0.2157173901796341,0.017105096951127052,0.7671775817871094,13/02/2015,9436
343,former korean air executive Cho Hyun ah convicted in nut rage episode,0.04893360659480095,0.8011114001274109,0.14995501935482025,13/02/2015,9361
344,auto safety recalls set record of nearly 64 million vehicles in 2014,0.07140113413333893,0.7584086656570435,0.17019018530845642,13/02/2015,9582
345,review the reporter ethel payne in eye on the struggle,0.09756056219339371,0.05355289205908775,0.8488864898681641,13/02/2015,9536
346,review martha graham dance revisits a classic in gala,0.09346551448106766,0.062443576753139496,0.8440908789634705,13/02/2015,9534
347,hooked on the freewheeling podcast serial,0.05419609695672989,0.024120571091771126,0.9216833710670471,13/02/2015,9505
348,ebola victims still infectious a week after death scientists find,0.1296166628599167,0.30095431208610535,0.5694289803504944,13/02/2015,9479
349,a collection of campaign mementos starting with washington goes to auction,0.05893063172698021,0.016752732917666435,0.9243166446685791,13/02/2015,9503
350,20150213ARTBUDDHIST,0.03269196301698685,0.034574516117572784,0.9327335357666016,13/02/2015,9500
351,2 years after newtown school shootings connecticut panel issues proposals for prevention,0.04753517359495163,0.050043076276779175,0.902421772480011,13/02/2015,9443
352,egyptian court orders release of 2 al jazeera journalists,0.03088313713669777,0.5500600934028625,0.41905680298805237,13/02/2015,9407
353,ukraine cease fire leaves control of eastern border unsettled,0.011491969227790833,0.9388999342918396,0.04960807040333748,13/02/2015,9495
354,concern in denmark as its currencys peg to the euro is strained,0.030972685664892197,0.9152287840843201,0.05379852280020714,13/02/2015,9494
355,narendra modi india rejects temple in his honor,0.13101433217525482,0.04092857986688614,0.828057050704956,13/02/2015,9491
356,chapel hill north carolina mourns death of three muslim students,0.023676730692386627,0.7613377571105957,0.21498559415340424,13/02/2015,9426
357,how mortgage fraud made the financial crisis worse,0.03457251936197281,0.3473206162452698,0.6181068420410156,13/02/2015,9425
358,ryanair loses its latest challenge on order sell aer lingus stake,0.2329121232032776,0.4847932755947113,0.2822946012020111,13/02/2015,9422
359,democrats choose philadelphia for 2016 national convention,0.09740602225065231,0.026202736422419548,0.8763911724090576,13/02/2015,9421
360,bombardiers ceo pierre beaudoin to step down,0.018899088725447655,0.42286577820777893,0.5582351684570312,13/02/2015,9415
361,kellogg reports 293 million loss as consumers abandon cereal products,0.007613134104758501,0.9533858895301819,0.03900102153420448,13/02/2015,9488
362,west coast labor dispute brings crippling delays to seaports,0.011477394960820675,0.9610015153884888,0.027521176263689995,13/02/2015,9419
363,harvard and mit sued over failing to caption online courses,0.013692948967218399,0.9143083095550537,0.07199873775243759,13/02/2015,9418
364,tokyo ward plans to extend rights of gay couples,0.2169121652841568,0.01778274029493332,0.7653051018714905,13/02/2015,9416
365,lindsey vonns finale is positive if not worthy of a medal,0.5737437605857849,0.018364325165748596,0.4078919291496277,13/02/2015,9484
366,anthony mason heart attack,0.04283355921506882,0.2636435031890869,0.6935229301452637,13/02/2015,9506
367,christies and sothebys auctions in london keep the bubble afloat,0.30706483125686646,0.049345988780260086,0.643589198589325,13/02/2015,9535
368,alabama same sex marriage ruling,0.033108439296483994,0.09244786202907562,0.8744436502456665,13/02/2015,9404
369,a valentines day weekend of pet adoptions chocolate and improv,0.037677884101867676,0.026546113193035126,0.9357760548591614,13/02/2015,9511
370,review richard egarr and carlo grante on keyboards,0.03448241204023361,0.028396323323249817,0.9371212124824524,13/02/2015,9531
371,review meshell ndegeocello hails nina simone,0.04518800601363182,0.07435902953147888,0.8804529309272766,13/02/2015,9530
372,reviewstephane deneve leads the philharmonic in what feels like an audition,0.10614783316850662,0.01597762480378151,0.877874493598938,13/02/2015,9529
373,at rail crossings in new york area a constantly lurking danger,0.013447773642838001,0.9093008041381836,0.07725147157907486,13/02/2015,9527
374,ford and forza create gt supercar for virtual world and real one,0.06465164572000504,0.015720609575510025,0.9196277260780334,13/02/2015,9446
375,sweden cuts interest rate and announces bond buying program,0.04172684624791145,0.7846256494522095,0.17364750802516937,13/02/2015,9383
376,bank of england inflation prices,0.0414360873401165,0.22143253684043884,0.7371313571929932,13/02/2015,9392
377,tal r altstadt girl,0.0934612900018692,0.02667277120053768,0.8798660039901733,13/02/2015,9521
378,studies of health care system found often to omit common research method,0.021387752145528793,0.3400879502296448,0.6385242938995361,13/02/2015,9478
379,as part of ukraine deal russia to free imprisoned ukraine pilot,0.23867464065551758,0.044116124510765076,0.7172092199325562,13/02/2015,9399
380,27 affiliated with former official given prison terms in southern china,0.02474461868405342,0.7675356864929199,0.20771969854831696,13/02/2015,9400
381,nba is having an all star party this weekend and youre not invited,0.034134939312934875,0.07865116000175476,0.8872138857841492,13/02/2015,9449
382,china defends trade policies after us files case at wto,0.2372019737958908,0.28526583313941956,0.4775322377681732,13/02/2015,9402
383,susan bee photograms and altered photos from the 1970s,0.023436907678842545,0.07070266455411911,0.905860424041748,13/02/2015,9520
384,al qaeda yemen military,0.038919851183891296,0.3948012888431549,0.566278874874115,13/02/2015,9403
385,boston marathon dzhokhar tsarnaev trial,0.06927330791950226,0.03378809615969658,0.896938681602478,13/02/2015,9447
386,jan schoonhoven at david zwirner,0.05521087348461151,0.04092114791274071,0.9038679599761963,13/02/2015,9519
387,assaf shaham division of the vision,0.06105326488614082,0.028611084446310997,0.9103356003761292,13/02/2015,9517
388,paris tries to embrace suburbs isolated by poverty and race,0.16983027756214142,0.015655461698770523,0.8145142197608948,13/02/2015,9514
389,art of devotion,0.03975068777799606,0.031003307551145554,0.9292459487915039,13/02/2015,9510
390,saudi women free after 73 days in jail for driving,0.21325071156024933,0.3775551915168762,0.40919408202171326,13/02/2015,9583
391,submitting to the power of a runaway best seller,0.06588200479745865,0.030723651871085167,0.903394341468811,13/02/2015,9179
392,pakistan credits afghanistan in arrest of militants in peshawar attack,0.15187610685825348,0.6639183759689331,0.184205561876297,13/02/2015,9481
393,video review the jaguar f type r conducts its own symphony,0.044429339468479156,0.01745816133916378,0.9381125569343567,13/02/2015,8900
394,red cross faces attacks at ebola victims funerals,0.01932872273027897,0.85545414686203,0.12521713972091675,13/02/2015,9593
395,after tina maze falters lasse kjus remains a one of a kind racer,0.0872797816991806,0.1064608246088028,0.8062593936920166,13/02/2015,9594
396,troubled guardrail maker goes on a lobbying blitz,0.036919739097356796,0.7242093086242676,0.23887091875076294,13/02/2015,9613
397,obama heads to security talks amid tensions,0.286376953125,0.1274806708097458,0.586142361164093,13/02/2015,9596
398,police killing of man who threw rocks is reviewed in pasco washington,0.028873780742287636,0.7369070053100586,0.23421920835971832,13/02/2015,9597
399,california 22 hurt in military training as vehicles fire extinguisher goes off,0.034840553998947144,0.8783975839614868,0.08676184713840485,13/02/2015,9622
400,review everything you touch a brash examination of self image,0.03238863870501518,0.05868401750922203,0.9089273810386658,13/02/2015,9599
401,review the iceman cometh revived with nathan lane and brian dennehy,0.07353851944208145,0.026963766664266586,0.8994977474212646,13/02/2015,9600
402,harvey goldschmid 74 ally of ordinary shareholders,0.043219566345214844,0.03803570568561554,0.9187447428703308,13/02/2015,9620
403,review in the events a shooting leaves a survivor in purgatory,0.04811515286564827,0.6313288807868958,0.32055601477622986,13/02/2015,9601
404,china motorist tries to drive into american consulate,0.031295180320739746,0.7856783866882324,0.1830264925956726,13/02/2015,9619
405,whats on tv friday,0.02807069569826126,0.052774347364902496,0.919154942035675,13/02/2015,9628
406,ashton carter senate defense secretary,0.05326870456337929,0.05980426445603371,0.8869270086288452,13/02/2015,9454
407,word of the day consort,0.16915634274482727,0.04888860136270523,0.7819551229476929,13/02/2015,9618
408,david carr media equation columnist for the times is dead at 58,0.020163152366876602,0.28659120202064514,0.6932455897331238,13/02/2015,9605
409,fbi director comey speaks frankly about police view of blacks,0.05350765585899353,0.06314520537853241,0.8833471536636353,13/02/2015,9453
410,sarah manguso amalia ulman heidi julavits diary,0.0440247617661953,0.040658846497535706,0.9153163433074951,13/02/2015,9617
411,anthony says he is likely to sit out rest of season,0.017642177641391754,0.7297266721725464,0.25263118743896484,13/02/2015,9606
412,joost bakker interview,0.02887507528066635,0.046605709940195084,0.9245191812515259,13/02/2015,9616
413,congress shows a lack of enthusiasm for giving obama war powers to fight isis,0.014551321975886822,0.8897879123687744,0.09566078335046768,13/02/2015,9607
414,government will change how it rates nursing homes,0.03273148462176323,0.04567876085639,0.9215897917747498,13/02/2015,9608
415,review huang yi amp kuka a pas de deux between human and machine,0.08099624514579773,0.02637692727148533,0.8926268219947815,13/02/2015,9609
416,news director at mic is fired after plagiarism accusations,0.009264144115149975,0.9310094118118286,0.05972648411989212,13/02/2015,9610
417,philip johnson david whitney glass house,0.03866420313715935,0.039684999734163284,0.9216508269309998,13/02/2015,9615
418,fendi baguette rihanna sarah jessica parker,0.03922596573829651,0.08563817292451859,0.8751358985900879,13/02/2015,9614
419,numbed by snow boston area shudders at the thought of more,0.16476599872112274,0.49830424785614014,0.3369297385215759,13/02/2015,9604
420,isis releases interview with woman linked to amedy coulibaly,0.026820411905646324,0.07608496397733688,0.8970946073532104,13/02/2015,9592
421,indictment in an arson attempt in ferguson,0.04230308160185814,0.6134738922119141,0.3442230224609375,13/02/2015,9611
422,universal pictures regains a bit of its old sheen,0.4383130371570587,0.05721990764141083,0.5044670701026917,13/02/2015,9589
423,china to employ customs workers with a nose for hard cash,0.06463672965765,0.14840173721313477,0.786961555480957,13/02/2015,9636
424,your turn a weekly thread open for comments,0.03239850327372551,0.05058273300528526,0.9170187711715698,13/02/2015,9637
425,review tomi ungerer bad boy of art in a reappraisal,0.04544113203883171,0.0587209090590477,0.8958379626274109,13/02/2015,9460
426,celebrating the chinese lion dance,0.0943143218755722,0.018655430525541306,0.8870302438735962,13/02/2015,9638
427,teachers find little grace in archdioceses latest offering,0.026577021926641464,0.7429145574569702,0.23050838708877563,13/02/2015,9590
428,how colleges handle rape charges,0.025625990703701973,0.07588155567646027,0.8984925150871277,13/02/2015,9643
429,new york archdiocese parishioners see system of secrets as they fight church closings,0.021888388320803642,0.7472255229949951,0.23088614642620087,13/02/2015,9586
430,chris martin to curate global citizen festival for 15 years,0.06424491852521896,0.02220374159514904,0.9135512709617615,13/02/2015,9635
431,study backs kentucky medicaid expansion,0.09900891035795212,0.015322676859796047,0.8856683969497681,13/02/2015,9585
432,an iraqis plea to the us,0.16352584958076477,0.4567234218120575,0.3797507882118225,13/02/2015,9640
433,winning lottery numbers for feb 12 2015,0.0262628011405468,0.05262625962495804,0.9211109280586243,13/02/2015,9591
434,david carr a journalist at the center of the sweet spot,0.11816832423210144,0.03227919712662697,0.8495525121688843,13/02/2015,9633
435,keep the medical device tax,0.03188706189393997,0.03481215983629227,0.9333007335662842,13/02/2015,9641
436,20150213_WEEK IN PICTURES,0.027977008372545242,0.3159565329551697,0.6560664772987366,13/02/2015,9630
437,corrections february 13 2015,0.024239111691713333,0.062154728919267654,0.9136062264442444,13/02/2015,9632
438,hosts owners not required to join the all star party,0.020255940034985542,0.0341520756483078,0.945591926574707,13/02/2015,9584
439,quotation of the day,0.03285898268222809,0.06459265947341919,0.9025484323501587,13/02/2015,9631
440,aid to war torn ukrainians,0.15093369781970978,0.3198823034763336,0.5291839241981506,13/02/2015,9639
441,david carr excerpts,0.048505429178476334,0.03774988651275635,0.9137446284294128,13/02/2015,9634
442,billy reid fall 2015 rtw,0.036474213004112244,0.09497831761837006,0.8685474991798401,14/02/2015,10091
443,altuzarra fall 2015 rtw,0.03752223402261734,0.06080016493797302,0.9016776084899902,14/02/2015,10089
444,a deal at the 2009 baze senior knockout teams,0.6953544616699219,0.008370195515453815,0.2962753474712372,14/02/2015,9903
445,what were watching sunday shows 16,0.031198792159557343,0.04651135578751564,0.9222898483276367,14/02/2015,10039
446,alexander wang fall 2015 rtw,0.03843776881694794,0.044026680290699005,0.9175355434417725,14/02/2015,10082
447,review joan shelley offers celtic tinged melodies,0.11338474601507187,0.03036954626441002,0.8562456965446472,14/02/2015,9893
448,a curious case of writers block,0.10482677817344666,0.04624144360423088,0.8489317893981934,14/02/2015,10043
449,iran delays feared in reporters trial,0.1567176729440689,0.2887142300605774,0.5545680522918701,14/02/2015,9915
450,koos van den akker designer of bill cosbys famous sweaters dies at 75,0.02492007054388523,0.24362671375274658,0.7314531803131104,14/02/2015,10051
451,greeces excess burden,0.04674951732158661,0.6319878101348877,0.3212625980377197,14/02/2015,10049
452,14scene wang,0.042401500046253204,0.023560604080557823,0.9340378642082214,14/02/2015,10070
453,new york fashion week moncler grenoble fall winter 2015,0.04870850220322609,0.0570315346121788,0.8942599296569824,14/02/2015,10094
454,20150214_BRAZIL,0.047301821410655975,0.06681013852357864,0.8858880996704102,14/02/2015,10337
455,split ends,0.03035607561469078,0.10352625697851181,0.8661177158355713,14/02/2015,10068
456,hidden buyers of high end condos,0.03765949234366417,0.07243067026138306,0.8899098634719849,14/02/2015,9907
457,new york fashion week alexander wang fall winter 2015,0.03377818316221237,0.08862540870904922,0.8775964379310608,14/02/2015,10071
458,tibi fall 2015 slippers,0.02805035002529621,0.8075225353240967,0.16442710161209106,14/02/2015,10066
459,online commenters see reporting bias in killing of 3 muslims,0.014905058778822422,0.9152306914329529,0.06986431777477264,14/02/2015,9908
460,14scene altuzarra,0.06679993867874146,0.021800654008984566,0.9113994240760803,14/02/2015,10096
461,herve leger by max azria fall 2015 rtw,0.05156148970127106,0.031571656465530396,0.9168668389320374,14/02/2015,10063
462,new york fashion week altuzarra fall winter 2015,0.04154420271515846,0.06143413856625557,0.8970215916633606,14/02/2015,10097
463,condemning radical islam,0.05898875370621681,0.10643275827169418,0.8345785140991211,14/02/2015,9909
464,20150215Denmark hp,0.07156513631343842,0.02343175932765007,0.9050031304359436,14/02/2015,10099
465,14scene moncler,0.05476875603199005,0.02182709239423275,0.9234041571617126,14/02/2015,10093
466,20150214_BRAZIL hp,0.048994217067956924,0.0459476001560688,0.9050582051277161,14/02/2015,10379
467,backstage beauty report alexander wang fall 2015,0.03412884473800659,0.10137718915939331,0.8644940257072449,14/02/2015,10073
468,is truth in love overrated,0.05281217768788338,0.055575497448444366,0.8916123509407043,14/02/2015,9910
469,mara hoffman beauty fall 2015,0.046120937913656235,0.11510785669088364,0.8387712240219116,14/02/2015,10057
470,alexander wang fall 2015 live stream new york fashion week,0.03162643685936928,0.048081059008836746,0.9202924966812134,14/02/2015,10056
471,smoke free policies,0.03687744587659836,0.04455889016389847,0.9185636639595032,14/02/2015,9914
472,christian siriano fall 2015 rtw,0.046438250690698624,0.05693567916750908,0.8966261148452759,14/02/2015,10067
473,andrew wiggins shines in rising stars challenge,0.24825982749462128,0.015465625561773777,0.7362745404243469,14/02/2015,9976
474,interfaith marriages,0.03623851388692856,0.027934901416301727,0.9358265399932861,14/02/2015,9917
475,gail collins scott walker needs an eraser,0.03572320193052292,0.18690583109855652,0.7773709297180176,14/02/2015,9942
476,naked came the class warriors,0.07029265910387039,0.0810701847076416,0.8486371636390686,14/02/2015,9991
477,assia djebar novelist who wrote about oppression of arab women dies at 78,0.04504096135497093,0.4468676447868347,0.508091390132904,14/02/2015,9944
478,ending secrecy on police misconduct,0.045322515070438385,0.0769326463341713,0.8777447938919067,14/02/2015,9945
479,county coroner in washington plans inquest amid furor over police killing,0.021167028695344925,0.8586374521255493,0.12019550055265427,14/02/2015,9949
480,a war on workers in illinois,0.03734523057937622,0.7872333526611328,0.17542141675949097,14/02/2015,9950
481,in police shooting of akai gurley lack of threat led to charges against officer,0.039026934653520584,0.8296647071838379,0.1313083916902542,14/02/2015,9951
482,former army sniper pleads guilty in murder for hire conspiracy,0.06752434372901917,0.4591471254825592,0.473328560590744,14/02/2015,9953
483,dasha denisenko transforms at suno,0.06586521118879318,0.027612769976258278,0.9065220952033997,14/02/2015,9988
484,swimming works to stay relevant in changing ncaa,0.1158054769039154,0.013759301044046879,0.8704352378845215,14/02/2015,9954
485,new york fashion week suno fall winter 2015,0.031956303864717484,0.05616810917854309,0.9118756055831909,14/02/2015,9986
486,14scene suno,0.05282844603061676,0.02052656002342701,0.926645040512085,14/02/2015,9985
487,standards are at stake in a fight over schools,0.06111370399594307,0.39257076382637024,0.546315610408783,14/02/2015,9941
488,the double all nighter for matisse,0.11606328189373016,0.023408344015479088,0.8605284094810486,14/02/2015,9957
489,braving the freezing temperatures for love religion and chocolate sales,0.061898913234472275,0.02411722205579281,0.9139838814735413,14/02/2015,9962
490,suspension rules altered in new york citys revision of school discipline code,0.022399352863430977,0.4673035740852356,0.5102970004081726,14/02/2015,9963
491,canada attack plot is foiled police say,0.033292002975940704,0.73476642370224,0.23194153606891632,14/02/2015,9964
492,what to expect on the third day of new york fashion week,0.02575705572962761,0.054676979780197144,0.9195659756660461,14/02/2015,9982
493,selling cure for being gay found illegal in new jersey,0.02816828340291977,0.2795485556125641,0.6922831535339355,14/02/2015,9966
494,laura santucci de blasio chief of staff to take united nations job,0.034621261060237885,0.06585227698087692,0.8995264768600464,14/02/2015,9967
495,when the islanders call a gritty fourth line wing delivers,0.042271438986063004,0.10077805817127228,0.8569505214691162,14/02/2015,9969
496,the garden usual anthony endures meaningless loss,0.06249789521098137,0.18388403952121735,0.7536180019378662,14/02/2015,9970
497,from feuding friends lovers from russia and ukraine,0.03817101567983627,0.5497514605522156,0.41207751631736755,14/02/2015,9980
498,winter skin recipe celebrity facialist joanna vargas,0.05844557285308838,0.06185493618249893,0.8796995282173157,14/02/2015,9972
499,quotation of the day,0.03285897895693779,0.0645926371216774,0.9025484323501587,14/02/2015,9974
